Location,Lat,Long,22/1/20,23/1/20,24/1/20,25/1/20,26/1/20,27/1/20,28/1/20,29/1/20,30/1/20,31/1/20,1/2/20,2/2/20,3/2/20,4/2/20,5/2/20,6/2/20,7/2/20,8/2/20,9/2/20,10/2/20,11/2/20,12/2/20,13/2/20,14/2/20,15/2/20,16/2/20,17/2/20,18/2/20,19/2/20,20/2/20,21/2/20,22/2/20,23/2/20,24/2/20,25/2/20,26/2/20,27/2/20,28/2/20,29/2/20,1/3/20,2/3/20,3/3/20,4/3/20,5/3/20,6/3/20,7/3/20,8/3/20,9/3/20,10/3/20,11/3/20,12/3/20,13/3/20,14/3/20,15/3/20,16/3/20,17/3/20,18/3/20,19/3/20,20/3/20,21/3/20,22/3/20,23/3/20,24/3/20,25/3/20,26/3/20,27/3/20,28/3/20,29/3/20,30/3/20,31/3/20,1/4/20,2/4/20,3/4/20,4/4/20,5/4/20,6/4/20,7/4/20,8/4/20,9/4/20,10/4/20,11/4/20,12/4/20,13/4/20,14/4/20,15/4/20,16/4/20,17/4/20,18/4/20,19/4/20,20/4/20,21/4/20,22/4/20,23/4/20,24/4/20,25/4/20,26/4/20,27/4/20,28/4/20,29/4/20,30/4/20,1/5/20,2/5/20,3/5/20,4/5/20,5/5/20,6/5/20,7/5/20,8/5/20,9/5/20,10/5/20,11/5/20,12/5/20,13/5/20,14/5/20,15/5/20,16/5/20,17/5/20,18/5/20,19/5/20,20/5/20,21/5/20,22/5/20,23/5/20,24/5/20,25/5/20,26/5/20,27/5/20,28/5/20,29/5/20,30/5/20,31/5/20,1/6/20,2/6/20,3/6/20,4/6/20,5/6/20,6/6/20,7/6/20,8/6/20,9/6/20,10/6/20,11/6/20,12/6/20,13/6/20,14/6/20,15/6/20,16/6/20,17/6/20,18/6/20,19/6/20,20/6/20,21/6/20,22/6/20,23/6/20,24/6/20,25/6/20,26/6/20,27/6/20,28/6/20,29/6/20,30/6/20,1/7/20,2/7/20,3/7/20,4/7/20,5/7/20,6/7/20,7/7/20,8/7/20,9/7/20,10/7/20,11/7/20,12/7/20,13/7/20,14/7/20,15/7/20,16/7/20,17/7/20,18/7/20,19/7/20,20/7/20,21/7/20,22/7/20,23/7/20,24/7/20,25/7/20,26/7/20,27/7/20,28/7/20,29/7/20,30/7/20,31/7/20,1/8/20,2/8/20,3/8/20,4/8/20,5/8/20,6/8/20,7/8/20,8/8/20,9/8/20,10/8/20,11/8/20,12/8/20,13/8/20,14/8/20,15/8/20,16/8/20,17/8/20,18/8/20,19/8/20,20/8/20,21/8/20,22/8/20,23/8/20,24/8/20,25/8/20,26/8/20,27/8/20,28/8/20,29/8/20,30/8/20,31/8/20,1/9/20,2/9/20,3/9/20,4/9/20,5/9/20,6/9/20,7/9/20,8/9/20,9/9/20,10/9/20,11/9/20,12/9/20,13/9/20,14/9/20,15/9/20,16/9/20,17/9/20,18/9/20,19/9/20,20/9/20,21/9/20,22/9/20,23/9/20,24/9/20,25/9/20,26/9/20,27/9/20,28/9/20,29/9/20,30/9/20,1/10/20,2/10/20,3/10/20,4/10/20,5/10/20,6/10/20,7/10/20,8/10/20,9/10/20,10/10/20,11/10/20,12/10/20,13/10/20,14/10/20,15/10/20,16/10/20,17/10/20,18/10/20,19/10/20,20/10/20,21/10/20,22/10/20,23/10/20,24/10/20,25/10/20,26/10/20,27/10/20,28/10/20,29/10/20,30/10/20,31/10/20,1/11/20,2/11/20,3/11/20,4/11/20,5/11/20,6/11/20,7/11/20,8/11/20,9/11/20,10/11/20,11/11/20,12/11/20,13/11/20,14/11/20,15/11/20,16/11/20,17/11/20,18/11/20,19/11/20,20/11/20,21/11/20,22/11/20,23/11/20,24/11/20,25/11/20,26/11/20,27/11/20,28/11/20,29/11/20,30/11/20,1/12/20,2/12/20,3/12/20,4/12/20,5/12/20,6/12/20
North Dakota,47.39350672792453,-100.2493934356604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,6,19,26,28,28,30,36,45,51,68,94,98,109,122,142,159,173,186,207,225,237,251,269,278,293,308,331,341,365,393,393,528,585,627,644,679,709,748,803,867,942,991,1033,1067,1107,1153,1191,1225,1266,1323,1371,1425,1464,1491,1518,1571,1647,1712,1761,1848,1900,1931,1994,2095,2229,2317,2365,2418,2457,2422,2439,2481,2520,2554,2577,2625,2646,2679,2706,2745,2816,2861,2880,2901,2941,2980,3016,3058,3080,3101,3124,3166,3193,3226,3251,3288,3313,3320,3362,3393,3421,3458,3495,3539,3576,3615,3657,3722,3779,3816,3849,3898,3971,4071,4155,4243,4334,4442,4493,4565,4668,4792,4907,5019,5126,5207,5367,5493,5614,5736,5876,5986,6141,6227,6301,6469,6602,6660,6785,6933,7057,7177,7327,7508,7596,7713,7885,7970,8171,8322,8444,8587,8647,8782,8968,9242,9474,9736,9876,10000,10229,10467,10800,11110,11484,11702,11816,12000,12267,12629,12973,13334,13631,13801,13872,14110,14443,14684,15151,15577,15831,16064,16333,16723,17230,17607,17958,18244,18508,18981,19451,19885,20380,20724,20983,21401,21846,22218,22694,23134,23550,23862,24364,24857,25384,26039,26627,27264,27736,28244,28947,29653,30517,31261,31978,32637,33666,34165,35052,35939,36874,37719,38241,39130,39907,41130,42483,43916,45043,46015,47187,48301,49837,51602,53204,54305,55458,56352,57373,59173,60602,62872,63796,64885,65967,67230,68612,70016,71540,72683,73397,74401,75478,76442,77232,77935,78658,79252,79655,80135,81105,81949,82504,82981
Northern Mariana Islands,15.0979,145.6739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,8,8,8,8,8,11,11,11,11,11,11,11,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,16,16,19,19,19,19,19,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,23,24,26,26,26,27,28,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,33,33,33,36,36,37,37,37,37,38,38,38,38,38,40,40,40,40,42,42,42,44,45,46,46,46,47,47,48,48,49,49,49,49,50,50,50,54,54,54,54,54,54,54,54,54,54,54,54,56,56,56,57,57,57,57,58,58,59,59,59,59,59,60,60,61,61,61,62,62,68,68,69,69,69,69,69,70,70,70,70,70,73,73,73,73,75,75,75,75,75,77,77,77,77,77,80,80,86,86,86,88,88,88,88,88,88,92,92,92,92,92,92,96,96,96,96,98,98,98,100,100,100,100,100,100,100,102,103,103,103,103,103,103,104,104,104,104,104,104,104,105,106,106,106,106,106,106,109
Ohio,40.310669812954565,-82.83540800659091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,12,26,30,50,67,89,119,173,247,356,443,567,704,868,1137,1406,1653,1933,2199,2547,2901,3312,3739,4043,4453,4782,5148,5512,5878,6250,6602,6975,7285,7794,8414,9107,10222,11602,12919,13725,14117,14694,15169,15587,15972,16325,16769,17303,18027,18743,19335,19914,20474,20969,21576,22131,23016,23697,24081,24777,25250,25721,26357,26954,27474,27923,28454,28952,29436,30167,30794,31408,31911,32477,33006,33439,33915,34566,35033,35513,35984,36350,36792,37282,37758,38111,38476,38837,39162,39575,40004,40424,40851,41148,41576,42010,42422,43122,43731,44261,44808,45537,46127,46759,47651,48638,49455,50309,51046,51789,52865,52865,55257,56183,57150,57956,58904,60181,61331,62856,64214,65592,66853,67995,69311,70601,72280,73821,74932,76168,77215,78742,80186,81746,83184,84073,85177,86497,87893,89626,91159,92087,93031,93963,95106,96305,97471,98675,99969,100848,101731,102826,104248,105426,106557,107674,108287,109062,109910,110881,112003,113046,114165,114802,115651,116495,117584,118828,120124,121320,122260,123155,124606,125767,127112,128444,129785,130558,131336,131992,132965,134086,135326,136568,137405,138484,139485,140518,141585,142596,143547,144309,145165,145850,146753,147744,148894,150009,150809,151802,152907,153987,155314,156809,157966,158907,159964,161299,162723,164262,166102,167458,168749,170179,171626,173665,175843,177991,180225,181787,183624,185639,188005,190430,192948,195806,198115,200231,202740,205347,208937,212782,215697,219000,221909,226138,230209,235170,240178,245727,250268,254974,261482,267356,274457,282528,290243,298096,305364,312443,318828,326615,335423,343286,351419,363304,371840,382743,382743,399808,406703,414432,421063,430093,437928,446849,456963,467432,475024
Oklahoma,35.50191442597403,-97.2513995677922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,4,4,10,17,17,44,49,53,67,81,106,164,248,322,377,429,481,566,719,879,988,1159,1252,1327,1472,1524,1684,1794,1868,1970,2069,2184,2263,2357,2357,2357,2567,2680,2807,2894,3017,3121,3194,3254,3281,3410,3473,3618,3748,3851,3972,4044,4127,4202,4330,4424,4490,4589,4613,4731,4857,4962,5086,5237,5310,5398,5489,5532,5680,5849,5960,6037,6090,6138,6229,6273,6338,6418,6418,6530,6692,6805,6907,7007,7059,7150,7205,7363,7483,7626,7849,8073,8231,8417,8645,8904,9355,9707,10038,10516,10734,11031,11510,11948,12347,12646,12947,13175,13757,14119,14531,15069,15648,15931,16362,17220,17894,18497,19092,19779,20235,20746,21740,22814,23440,24140,25057,25266,25436,26326,27298,27969,29116,30081,31285,32528,33757,34605,35710,36456,37706,38201,38586,39452,40555,41395,42234,43070,43561,43962,44725,45392,46101,46893,47794,48335,48709,49311,49916,50652,51729,52588,53159,53511,54165,54830,55532,56239,57250,58016,58651,59338,60103,60987,61986,63142,63566,64180,65008,65874,66684,67625,68614,69307,70176,71258,72228,73257,74516,75734,76737,77833,79014,80107,81193,82458,83460,84282,85143,86196,87170,88358,89543,90718,90718,91943,93304,94316,95539,97055,98582,99364,100152,101472,102589,103815,105291,106447,107278,108052,109533,110847,112476,113844,115677,116730,117393,118403,119143,120190,121490,122757,124108,125186,126510,127753,129847,131721,131721,136166,138368,140095,142296,144666,147326,150166,154071,156782,158330,161322,164213,167174,170835,174268,177809,180553,184271,184271,187491,193752,195501,197690,199427,202276,203964,208804,213179,216428
Oregon,44.49240067472221,-121.47691959722222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,6,14,14,14,19,24,30,36,36,39,66,75,88,114,137,161,191,210,266,316,416,479,548,606,690,736,826,899,899,1068,1068,1132,1181,1321,1322,1371,1526,1584,1633,1663,1736,1785,1844,1910,1957,2004,2059,2127,2177,2253,2311,2354,2385,2446,2510,2579,2635,2680,2759,2839,2916,2989,3068,3160,3228,3286,3358,3416,3479,3541,3612,3623,3687,3726,3801,3817,3864,3888,3927,3949,3967,4038,4086,4131,4185,4243,4302,4335,4399,4474,4570,4570,4662,4922,4988,5060,5237,5377,5377,5636,5820,6098,6218,6366,6572,6750,6937,7083,7274,7444,7568,7818,8094,8341,8485,8656,8931,9294,9636,9930,10230,10395,10605,10817,11188,11454,11851,12170,12438,12805,13081,13509,13802,14149,14579,14847,15139,15393,15713,16104,16492,16758,17088,17408,17721,18131,18492,18817,19097,19366,19699,19978,20224,20635,21010,21272,21488,21774,22022,22300,22613,23018,23262,23451,23676,23870,24165,24421,24710,24937,25155,25391,25571,25761,26054,26293,26554,26713,26946,27075,27336,27601,27856,28044,28190,28356,28471,28654,28865,29156,29337,29337,29662,29850,30060,30342,30599,30801,30995,31313,31503,31865,32314,32581,32820,32994,33291,33509,33862,34163,34511,34770,35049,35339,35634,36116,36526,36924,37255,37467,37780,38160,38525,38935,39315,39532,39794,40136,40443,40443,41348,41739,42101,42436,42808,43228,43793,44388,44921,45429,45978,46460,47049,47839,48608,49587,50448,51155,51909,52770,53879,54937,56018,56880,57646,58570,59669,60873,62175,63668,65170,66333,67333,68503,68503,70832,72506,74119,75431,76654,78160,79293,81437,83243,84496
Pennsylvania,40.81807835477611,-77.61531783850747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,7,12,16,22,41,47,47,79,112,155,206,311,399,509,698,946,1260,1795,2345,2845,3432,4155,4963,6009,7268,8570,10444,11589,13127,14853,16631,18300,20051,21719,22938,24292,25465,26753,28258,29888,31652,32902,33914,35249,36082,38379,40208,41153,42616,43558,45137,46327,47971,49579,50494,51225,52816,53864,54800,55956,57371,58560,59939,60459,61310,62101,63105,64136,65185,65700,66669,67311,68126,69252,70211,71009,71563,71925,72778,73557,74220,74984,75697,76129,76646,77225,77780,78335,78815,79505,79908,80339,80870,81316,81848,82481,82944,83203,83589,83978,84289,84683,85199,85590,85935,86576,87208,87685,88141,88860,89446,89863,90467,91139,91775,92612,93392,93922,94403,95100,95898,96725,97542,98482,99216,99794,100330,101266,102269,103075,104079,104780,105384,106405,107460,108223,109105,110292,111115,111745,112995,114083,114939,115807,116787,117468,118033,118894,119724,120446,121247,122028,122665,123312,124221,125016,125918,126905,127732,128531,129070,129647,130247,130905,131692,132417,133160,133679,134204,134760,135279,135912,136781,137576,138134,138795,139548,140532,141570,142495,143280,143824,144540,145156,146029,146696,147703,148635,149184,150000,151044,151850,152775,153522,154236,154867,155693,156477,157336,158181,159014,159933,160744,161594,163180,164099,165044,166238,166238,168126,169101,170224,171527,172948,174329,175797,176781,177819,179651,180935,182486,184165,185668,186754,188381,189970,191333,193401,195655,197370,198713,201248,203520,205852,208087,210586,212791,214416,217243,220074,222883,225698,229346,232493,235014,239724,244046,248015,254155,259988,264222,268696,275235,280957,287425,294294,301304,306988,313358,320158,326513,333465,340642,349238,355945,360944,366835,372530,380951,392434,404521,415635,423100
Puerto Rico,18.239787564102564,-66.40743844871794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,802,806,808,817,839,849,860,879,892,896,896,903,916,922,935,949,956,957,967,980,1007,1038,1078,1090,1104,1114,1123,1143,1143,1158,1159,1176,1198,1214,1221,1218,1224,1225,1233,1244,1251,1282,1299,1307,1322,1343,1345,1382,1400,1413,1417,1419,1427,1434,1439,1473,1482,1489,1479,1505,1508,1512,1532,1545,1568,1621,1652,1685,1714,1741,1768,1958,2023,2051,2124,2245,2323,2457,2686,2761,2888,2964,3116,3280,3566,3763,3990,4076,4339,4537,4783,4969,5140,5288,5411,5627,5703,6189,6429,6703,6979,7255,7421,7838,8150,8533,8875,9159,9697,9857,10309,10635,10813,11242,11819,11922,12077,12528,12776,12995,13382,13448,13516,13962,14224,14509,14759,14985,15085,15427,15587,15626,15762,15815,16210,16305,16306,16743,16878,17111,17297,17504,17730,17785,18170,18642,19321,19592,19833,19920,19968,20683,21389,21699,22246,22893,23322,23501,23709,24054,24331,24559,24899,25134,25157,25496,25805,26022,26225,26435,26570,27033,27347,27573,27693,28094,28502,28945,29071,29158,30246,30364,31001,31456,31691,31740,32425,32976,33253,33641,34487,34830,34885,35178,35916,36468,37057,37512,37779,38029,39308,39957,40595,41279,41804,42356,42673,43188,44054,45113,46094,46795,47142,47310,47784,49162,50033,50156,50953,51689,52050,52444,52927,53832,54919
Rhode Island,41.655142106,-71.464105098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,3,3,3,5,3,3,20,20,21,23,33,44,44,54,75,101,101,101,132,132,132,237,237,304,406,565,565,565,684,750,876,1176,1176,1319,1700,1700,1700,1700,2495,2627,3387,3345,3676,4229,4500,4946,5250,5567,5931,6330,6548,6660,7182,7534,7858,8147,8391,8519,8519,8519,8519,8519,8519,8519,10292,10416,10789,10789,10789,10789,10789,10789,10789,11800,12018,12208,12448,12547,12547,12547,12857,12961,13071,13071,13071,13071,13071,13071,13071,13071,13071,13071,14077,14077,14077,14077,14077,14077,14077,14524,14524,14524,14524,14524,14524,14524,14945,14945,14945,14945,14945,14945,14945,15229,15229,15229,15229,15503,15503,15503,15503,15503,15503,15503,15503,15503,15503,15503,15503,16202,16202,16202,16202,16202,16202,16202,16613,16613,16613,16613,16613,16613,16613,17244,17244,17244,17244,17244,17244,17244,17860,17860,17860,17860,17860,17860,17860,18536,18536,18536,18536,18536,18536,18536,19133,19133,19133,19133,19133,19133,19133,19809,19809,19809,19809,19809,19809,19809,20350,20350,20350,20350,20350,20350,20350,20824,20824,20824,20824,20824,20824,20824,21374,21374,21374,21374,21374,21374,21374,22029,22029,22029,22029,22029,22029,22029,22693,22693,22693,22693,22693,22693,22693,23584,23584,23584,23584,23584,23584,23584,24746,24746,24746,24746,24746,24746,24746,26194,26194,26194,26194,26194,26194,26194,28457,28457,28457,28457,28457,28457,28457,31113,31113,31113,31113,31113,31113,31113,34536,34536,34536,34536,34536,34536,34536,39645,39645,39645,39645,39645,39645,39645,45844,45844,45844,45844,45844,45844,45844,51705,51705,51705,51705,51705
South Carolina,33.957472131086966,-80.9833996921739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,7,10,7,8,19,19,30,47,60,80,126,174,196,298,342,424,424,542,660,774,925,1083,1293,1554,1700,1917,2049,2232,2417,2417,2793,3067,3211,3320,3391,3553,3656,3931,4099,4248,4377,4446,4439,4761,4917,5070,5253,5498,5613,5735,5882,6095,6258,6489,6626,6757,6841,6936,7142,7367,7531,7653,7792,7927,8030,8189,8407,8661,8816,8942,9056,9175,9381,9638,9895,10096,10178,10416,10623,10788,11131,11394,11861,12148,12419,12470,12526,13458,13538,14302,14800,15228,15759,16441,17170,17955,18795,19378,19990,20551,21533,22608,23756,24661,25666,26572,27897,29022,30335,31939,33320,34644,36399,37919,39701,41532,43386,44847,46380,47352,48909,50691,52419,54699,56648,58168,60389,62245,64083,66060,67612,69986,71445,73337,75042,76606,78607,80008,81199,82417,84109,85846,87572,89016,90599,91788,92951,94190,95472,96797,98219,99460,100435,101159,102130,102974,103909,104841,105882,106497,106953,107672,108411,109320,110378,111295,111988,112551,113488,114093,114598,115951,117249,118324,118992,119846,120503,121696,123325,124289,124952,125607,125908,126213,126592,129046,129978,131864,132680,133470,134122,135446,136318,137240,137708,138124,140789,141686,142707,143902,145273,145887,146455,147634,147942,148323,149185,150891,151582,152159,152970,153705,154755,155676,156621,157406,158055,158883,159809,161106,162253,163214,163990,164609,165493,166357,167485,168549,169341,170678,171501,172579,173491,174591,175594,176612,178023,178917,179952,180870,181639,182872,184742,185688,186391,187738,188995,190490,192101,194014,195507,196617,197900,199447,201160,203161,205018,206295,207552,209230,210905,210905,213120,214911,216129,217487,218912,220835,223063,226013,229235,232099
South Dakota,44.27269492727272,-99.31063618348485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,8,8,10,11,11,14,14,14,21,28,30,41,46,58,68,90,101,108,129,165,187,212,240,288,320,393,447,536,626,730,868,988,1168,1311,1411,1542,1635,1685,1755,1858,1956,2040,2147,2212,2244,2313,2373,2449,2525,2588,2631,2668,2721,2780,2906,3145,3393,3517,3614,3663,3732,3792,3887,3959,3987,4027,4085,4177,4177,4356,4464,4563,4586,4652,4709,4793,4866,4960,4993,5034,5067,5162,5247,5277,5367,5438,5471,5523,5604,5665,5742,5833,5898,5928,5966,6050,6109,6158,6225,6297,6326,6353,6419,6479,6535,6626,6681,6716,6764,6826,6893,6978,7028,7063,7105,7163,7242,7336,7401,7454,7499,7524,7572,7652,7694,7789,7862,7906,7943,8019,8077,8143,8200,8305,8395,8444,8492,8641,8685,8764,8867,8955,9020,9079,9168,9273,9371,9477,9605,9663,9713,9815,9897,10024,10118,10274,10360,10441,10566,10691,10884,11135,11276,11425,11505,11571,12194,12517,12942,13322,13509,13749,14003,14337,14596,14889,15109,15300,15403,15571,15834,16117,16437,16638,16801,16994,17291,17686,18075,18444,18696,18869,19189,19634,20097,20554,21133,21541,21738,21997,22389,23136,23522,23986,24418,24598,24876,25906,26441,27215,27947,28564,28925,29339,30215,31012,31805,32611,33269,33836,34457,35044,36017,37202,38141,39203,39741,40730,42000,43000,44559,45992,47324,47850,48854,49791,51151,52639,53976,55404,56311,57334,58696,60716,62327,64182,65381,66278,67284,68671,69742,71070,72214,73065,73848,74859,76142,76142,78280,79099,79900,80464,80912,82203,83348,84398,85304,85991
Tennessee,35.88510221221052,-86.10872298863156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,9,18,26,32,32,52,74,100,132,180,304,393,471,639,735,868,1005,1202,1380,1570,1894,2248,2764,2826,3041,3282,3443,3790,4050,4321,4594,4837,5220,5304,5431,5431,5726,5804,6293,6708,6908,7093,7093,7959,8449,8834,9298,9586,9766,10090,10448,11600,12273,12748,13091,13245,13518,13686,14040,14369,14576,15111,15492,15924,16359,16620,16923,17019,17541,17942,17942,18555,18980,19371,19697,20121,20481,20871,21233,21617,22056,22056,22056,23755,24246,24603,25077,25590,25906,26418,26948,27303,27735,28513,28934,29728,30389,31136,31499,32155,33247,33709,34246,34696,35513,36360,37157,38371,39160,39160,41003,42188,43846,45365,47066,48341,49496,50206,51688,53926,55498,57213,58712,59654,62537,64000,66231,68631,70784,73186,74775,76233,78384,79442,81921,83941,85727,88464,90951,93378,95203,97313,100257,102567,103880,104899,106695,108377,110483,112860,114597,116627,117825,118846,120365,122336,124343,125693,127438,128556,129631,131628,133073,134682,136028,137706,138382,139207,141097,142887,144482,145966,146761,148555,149926,151501,153310,154418,156126,157794,158734,159357,160166,163027,164637,165690,166520,168800,169804,171625,172669,174841,175825,177689,178505,179289,180926,181808,183663,185046,186967,187688,188590,190117,191359,192314,193531,195044,197323,198941,200916,202843,204548,206254,208112,210781,211963,213753,215918,216619,219147,221551,224502,226068,228345,230257,234770,237238,241302,243454,245273,247936,250372,252880,254298,254938,257791,259449,262875,264789,266322,270870,274162,279540,281786,285231,288503,292006,296320,301639,308648,310460,314714,317733,321446,325425,329626,333245,334058,336833,340739,345014,351203,353915,361495,366719,370373,374060,378038,382530,385570
Texas,31.660643442283458,-98.65306860334638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,11,13,16,21,27,44,60,64,85,111,197,303,426,539,643,764,968,1248,1563,1937,2455,2792,3173,3809,4380,5069,5734,6582,7209,8043,8925,9809,11208,12140,13044,13691,14275,15027,15941,16900,17870,18711,19261,19756,20688,21350,22650,23642,24176,24979,25424,26376,27384,28748,29713,30930,32002,32787,33948,34955,36073,37276,38415,39272,40586,41699,43055,44511,45752,47469,48421,49204,50588,51825,53091,53577,54854,55873,56372,57255,58583,60436,60981,62911,64673,65622,67342,68882,70578,72522,74487,75401,76406,78197,80761,82644,84918,86978,88534,90180,93584,97842,101334,105453,109626,112941,117791,122980,128233,134654,140294,145861,150782,156829,163131,172386,179111,186942,194016,197461,205653,216174,225018,236638,246017,254493,262825,269854,279717,291058,305950,317887,327189,335269,343821,351233,363861,373208,380578,390450,394076,400303,408473,419048,428320,439633,446145,449674,458148,467682,478567,485678,493241,499625,505451,511747,519910,526280,533184,542031,548928,557778,563500,571215,577043,582320,587993,591714,596474,600696,606928,613278,617230,622425,629878,632734,635958,641021,645179,648750,654665,659154,661654,662521,665949,671068,672800,678738,681494,685893,689780,696821,700902,705467,708811,711690,717394,739185,745787,747358,751831,755560,758869,763351,765850,771938,777745,781491,787280,792463,795254,799439,804921,810112,814279,818760,822591,825144,827604,833403,839426,844353,850361,855426,861046,864194,869583,876430,879137,886417,896219,899864,906496,913157,920410,927366,933343,941312,945828,952592,961378,971239,981188,989673,997425,1003478,1011309,1022721,1035005,1044494,1056591,1065858,1073590,1082600,1093138,1106061,1119642,1132596,1144424,1153529,1162052,1181533,1196711,1202804,1207243,1213577,1225118,1238752,1250934,1268946,1286369,1299469,1311643,1322738
Utah,39.67288532228572,-111.55771266857144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,7,8,18,28,39,47,62,95,118,162,244,285,326,382,458,588,706,779,866,866,1064,1248,1428,1599,1678,1739,1848,1856,2103,2207,2299,2363,2417,2548,2683,2793,2917,3069,3213,3297,3445,3612,3782,3948,4123,4236,4345,4497,4672,4828,4985,5175,5317,5449,5595,5724,5919,6103,6251,6362,6432,6620,6749,6913,7068,7238,7384,7518,7710,7874,8057,8260,8392,8521,8620,8706,8921,9264,9533,9797,9999,10202,10497,10813,11252,11798,12066,12322,12559,12864,13252,13577,13981,14313,14608,14937,15344,15839,16425,17068,17462,17906,18300,18784,19374,20050,20628,21100,21664,22217,22716,23270,23866,24542,24952,25469,26033,26755,27356,28223,28855,29484,30030,30478,30891,31845,32572,33332,34117,34526,35012,35578,36099,36962,37623,37973,38409,38855,39194,39696,40196,40702,41175,41529,41907,42328,42915,43375,43751,44127,44390,44752,45090,45424,45976,46321,46652,46894,47157,47521,47982,48445,48814,49115,49364,49767,50174,50557,50948,51406,51854,52107,52403,52822,53326,53839,54272,54660,55033,55359,55673,56019,56675,57247,57875,58438,59000,59747,60658,61775,62852,63772,64394,65044,65921,67119,68530,69547,70615,71442,72136,73042,74050,75157,76225,77618,78723,79439,80446,81947,83290,84644,85844,86832,87819,88963,90461,91957,93297,94394,95562,96643,98006,99549,101509,103117,104882,106083,107228,108803,110640,112932,114656,116510,117706,119375,121485,124292,127279,130235,132621,134868,137385,139720,143639,145789,151141,153808,155779,158957,162028,165996,170584,173979,177176,179420,182121,183902,183902,190044,192087,193809,195706,198216,202220,206165,209170,212844,215407
