Location,Lat,Long,22/1/20,23/1/20,24/1/20,25/1/20,26/1/20,27/1/20,28/1/20,29/1/20,30/1/20,31/1/20,1/2/20,2/2/20,3/2/20,4/2/20,5/2/20,6/2/20,7/2/20,8/2/20,9/2/20,10/2/20,11/2/20,12/2/20,13/2/20,14/2/20,15/2/20,16/2/20,17/2/20,18/2/20,19/2/20,20/2/20,21/2/20,22/2/20,23/2/20,24/2/20,25/2/20,26/2/20,27/2/20,28/2/20,29/2/20,1/3/20,2/3/20,3/3/20,4/3/20,5/3/20,6/3/20,7/3/20,8/3/20,9/3/20,10/3/20,11/3/20,12/3/20,13/3/20,14/3/20,15/3/20,16/3/20,17/3/20,18/3/20,19/3/20,20/3/20,21/3/20,22/3/20,23/3/20,24/3/20,25/3/20,26/3/20,27/3/20,28/3/20,29/3/20,30/3/20,31/3/20,1/4/20,2/4/20,3/4/20,4/4/20,5/4/20,6/4/20,7/4/20,8/4/20,9/4/20,10/4/20,11/4/20,12/4/20,13/4/20,14/4/20,15/4/20,16/4/20,17/4/20,18/4/20,19/4/20,20/4/20,21/4/20,22/4/20,23/4/20,24/4/20,25/4/20,26/4/20,27/4/20,28/4/20,29/4/20,30/4/20,1/5/20,2/5/20,3/5/20,4/5/20,5/5/20,6/5/20,7/5/20,8/5/20,9/5/20,10/5/20,11/5/20,12/5/20,13/5/20,14/5/20,15/5/20,16/5/20,17/5/20,18/5/20,19/5/20,20/5/20,21/5/20,22/5/20,23/5/20,24/5/20,25/5/20,26/5/20,27/5/20,28/5/20,29/5/20,30/5/20,31/5/20,1/6/20,2/6/20,3/6/20,4/6/20,5/6/20,6/6/20,7/6/20,8/6/20,9/6/20,10/6/20,11/6/20,12/6/20,13/6/20,14/6/20,15/6/20,16/6/20,17/6/20,18/6/20,19/6/20,20/6/20,21/6/20,22/6/20,23/6/20,24/6/20,25/6/20,26/6/20,27/6/20,28/6/20,29/6/20,30/6/20,1/7/20,2/7/20,3/7/20,4/7/20,5/7/20,6/7/20,7/7/20,8/7/20,9/7/20,10/7/20,11/7/20,12/7/20,13/7/20,14/7/20,15/7/20,16/7/20,17/7/20,18/7/20,19/7/20,20/7/20,21/7/20,22/7/20,23/7/20,24/7/20,25/7/20,26/7/20,27/7/20,28/7/20,29/7/20,30/7/20,31/7/20,1/8/20,2/8/20,3/8/20,4/8/20,5/8/20,6/8/20,7/8/20,8/8/20,9/8/20,10/8/20,11/8/20,12/8/20,13/8/20,14/8/20,15/8/20,16/8/20,17/8/20,18/8/20,19/8/20,20/8/20,21/8/20,22/8/20,23/8/20,24/8/20,25/8/20,26/8/20,27/8/20,28/8/20,29/8/20,30/8/20,31/8/20,1/9/20,2/9/20,3/9/20,4/9/20,5/9/20,6/9/20,7/9/20,8/9/20,9/9/20,10/9/20,11/9/20,12/9/20,13/9/20,14/9/20,15/9/20,16/9/20,17/9/20,18/9/20,19/9/20,20/9/20,21/9/20,22/9/20,23/9/20,24/9/20,25/9/20,26/9/20,27/9/20,28/9/20,29/9/20,30/9/20,1/10/20,2/10/20,3/10/20,4/10/20,5/10/20,6/10/20,7/10/20,8/10/20,9/10/20,10/10/20,11/10/20,12/10/20,13/10/20,14/10/20
Montana,46.97469113196428,-109.70039488214287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,6,6,5,6,6,6,6,6,6,6,6,6,7,7,7,7,8,10,10,10,12,14,14,14,14,14,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,19,19,19,20,20,20,20,20,21,21,21,21,22,22,22,22,22,22,22,23,23,23,23,23,23,25,28,29,29,32,34,34,35,37,37,37,39,40,42,43,46,46,46,47,51,54,55,60,61,61,64,64,65,65,70,75,75,75,77,80,81,81,82,82,82,84,84,89,89,90,90,91,97,98,98,100,104,104,104,105,109,111,114,116,117,118,119,122,123,131,133,135,138,140,141,143,146,156,157,160,163,165,165,170,171,173,174,177,180,181,186,186,187,190,192,193,197,206,209,210,212,217,225
Nebraska,41.321794947204275,-99.03901222387097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,4,5,5,7,9,9,11,12,13,15,15,15,15,15,15,15,15,18,18,18,18,38,38,38,38,38,38,38,67,67,67,67,67,67,67,69,69,69,69,69,69,70,70,70,70,70,70,70,134,134,134,134,134,134,134,134,134,135,135,135,135,135,135,168,187,187,187,188,189,191,211,214,214,214,219,230,233,238,243,243,243,248,255,256,259,265,266,266,268,273,275,281,283,283,283,282,281,281,284,285,284,284,287,285,289,297,299,299,299,304,308,309,314,316,316,316,317,321,324,328,332,332,332,328,332,335,340,345,345,345,348,351,356,360,361,361,361,361,368,371,373,376,376,378,382,382,384,389,390,391,391,396,399,399,403,403,403,403,403,406,421,427,434,434,434,435,436,439,442,442,442,442,450,459,462,462,468,469,470,472,478,478,493,493,497,499,502,506,506,513,513,518,518,521,526,529
Nevada,39.25599674470589,-117.5639935352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,4,4,6,6,10,10,15,15,26,31,38,43,46,46,46,60,72,80,86,86,112,114,120,131,131,141,151,158,159,163,172,190,195,205,205,205,219,230,236,243,252,255,262,267,280,288,289,301,305,305,313,324,326,343,345,349,353,352,371,377,380,381,380,394,394,396,406,406,415,415,415,415,429,430,436,437,438,442,446,449,459,461,462,463,465,467,473,475,479,486,487,489,492,494,495,498,500,500,504,507,511,525,528,530,534,537,548,553,571,579,592,593,593,612,618,626,637,646,647,648,676,704,709,722,732,734,739,759,780,801,830,832,832,847,862,890,900,920,949,957,963,981,996,1030,1045,1069,1072,1077,1102,1134,1172,1185,1197,1197,1200,1230,1250,1271,1287,1302,1302,1305,1313,1336,1363,1375,1388,1389,1393,1393,1412,1429,1439,1449,1452,1456,1482,1494,1506,1524,1528,1531,1531,1546,1556,1564,1573,1582,1585,1585,1593,1600,1603,1609,1620,1623,1623,1629,1636,1649,1657,1659,1661,1664,1674,1691
New Hampshire,43.478972876,-71.57765670500001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,60,60,60,60,60,60,60,86,86,86,86,86,86,86,132,159,132,132,132,132,132,172,172,172,172,172,172,172,172,238,238,245,245,256,265,273,273,283,286,286,286,301,308,315,318,320,320,326,330,331,337,339,339,339,343,347,357,365,367,367,367,371,373,375,376,379,381,382,384,386,387,390,391,391,391,392,394,395,395,396,398,398,400,402,405,407,409,409,409,409,411,415,415,416,417,417,418,418,419,419,419,419,419,419,420,422,423,423,423,423,424,427,428,428,429,429,429,429,429,431,432,432,432,432,432,432,432,432,432,433,433,433,433,434,434,435,436,436,438,438,438,438,438,438,438,438,438,438,438,439,439,439,439,439,441,442,442,443,443,446,446,448,450,455,456,456,456,458
New Jersey,40.286440910952386,-74.62244971476191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,5,5,5,16,16,18,18,18,18,26,54,105,107,20,355,533,642,832,904,989,1227,1500,1705,1930,2181,2348,2441,2803,3154,3515,3837,4068,4362,4496,4520,5150,5426,5683,5914,5938,6044,6442,6771,7228,7538,7742,7871,7910,8244,8549,8807,8960,9116,9256,9340,9531,9714,9946,10148,10261,10363,10439,10587,10749,10846,10985,11082,11138,11147,11194,11339,11409,11531,11634,11698,11723,11771,11880,11970,12049,12106,12176,12214,12303,12377,12443,12489,12621,12659,12708,12792,12835,12869,12902,12924,12939,12974,13025,13076,14872,14914,14948,14975,14992,15035,15078,15107,15164,15189,15211,15229,15281,15332,15448,15479,15525,15525,15560,15582,15634,15665,15684,15699,15706,15715,15737,15707,15730,15765,15776,15787,15804,15825,15798,15809,15819,15830,15836,15846,15857,15842,15849,15849,15869,15874,15878,15890,15885,15893,15903,15910,15912,15916,15925,15926,15932,15941,15943,15946,15946,15953,15914,15921,15930,15933,15937,15945,15950,15964,15971,15978,15985,15989,15991,15996,16008,16014,16023,16027,16031,16034,16043,16054,16057,16061,16064,16067,16069,16076,16082,16091,16097,16103,16106,16107,16117,16122,16127,16131,16135,16136,16138,16147,16152,16161,16164,16171,16174,16175,16182,16191
New Mexico,34.54935897878787,-105.88710740909092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,5,6,10,11,12,12,13,13,16,17,19,26,26,31,36,36,44,53,55,58,58,71,78,84,93,99,99,105,112,123,131,138,150,150,162,169,172,181,191,200,208,219,231,242,253,259,265,270,276,283,294,302,308,317,320,325,329,335,344,351,356,362,367,375,383,387,392,395,399,403,409,420,420,431,435,440,447,452,452,464,466,469,469,476,480,485,489,491,492,493,497,500,503,511,513,513,515,519,527,533,539,543,545,548,551,557,562,565,569,571,578,588,591,596,601,607,614,619,626,632,635,642,651,654,655,658,667,669,675,681,685,690,693,695,697,703,711,714,718,723,729,734,739,743,745,747,750,755,764,767,769,770,779,787,790,791,794,800,803,807,807,813,816,818,821,823,823,830,832,836,841,847,849,851,854,857,859,865,870,870,873,875,877,882,887,890,892,894,894,896,899,902,907,911,915,918,921
New York,42.5441513332258,-75.47418330774194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,9,19,30,51,77,129,175,226,315,427,565,759,991,1293,1611,1938,2342,2877,3438,4031,4632,5368,6205,7263,8013,8872,9614,10366,11129,11962,12700,13380,13987,14371,14817,15252,16129,16706,17143,17721,18216,18599,18951,19386,19691,20102,20442,20773,21031,21285,21603,21869,22411,22621,22916,23128,23289,23472,23678,23875,24019,24272,24426,24542,28987,29185,29331,29441,29542,29744,29834,29949,29983,30166,30215,30331,30425,30493,30636,30694,30760,30905,30958,31010,31101,31157,31191,31269,31296,31451,31474,31511,31543,31594,31622,31653,31679,31759,31800,31830,31891,31916,31955,31980,32008,32034,32065,32030,32045,32075,32155,32171,32207,32225,32246,32270,32292,32333,32349,32362,32381,32391,32410,32421,32447,32464,32479,32490,32503,32545,32556,32561,32573,32595,32601,32613,32618,32635,32641,32649,32665,32667,32672,32702,32709,32712,32721,32725,32733,32739,32741,32747,32768,32778,32784,32789,32796,32806,32810,32813,32820,32828,32831,32860,32865,32866,32869,32871,32888,32936,32942,32948,32956,32961,32968,32968,32979,32992,32998,33001,33004,33008,33008,33014,33021,33025,33053,33066,33065,33071,33073,33074,33074,33080,33106,33108,33113,33121,33125,33129,33137,33176,33176,33181,33187,33192,33205,33208,33270,33272,33276,33280,33287,33294
North Carolina,35.62420971000002,-79.50109873960002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,7,6,12,14,21,27,34,38,45,51,66,76,83,89,89,94,112,130,150,177,187,200,218,245,265,281,294,305,324,340,363,382,406,419,431,434,442,472,492,513,530,551,564,575,600,625,641,667,676,686,693,693,726,734,775,778,784,790,801,844,876,919,929,937,948,961,999,1006,1015,1028,1032,1041,1068,1090,1106,1121,1127,1132,1140,1169,1181,1188,1202,1215,1245,1278,1296,1325,1336,1348,1353,1352,1357,1380,1398,1409,1419,1422,1423,1432,1446,1462,1477,1497,1513,1522,1529,1571,1589,1607,1623,1648,1652,1677,1705,1732,1756,1789,1811,1817,1838,1860,1888,1922,1942,1979,1983,2043,2061,2085,2126,2160,2184,2192,2199,2238,2280,2287,2313,2343,2347,2348,2396,2431,2465,2494,2521,2531,2535,2570,2606,2630,2652,2683,2692,2702,2741,2779,2803,2839,2889,2890,2897,2909,2958,2990,3023,3047,3052,3060,3111,3149,3180,3207,3235,3243,3247,3286,3316,3356,3409,3440,3441,3445,3494,3532,3579,3608,3629,3634,3637,3670,3693,3722,3747,3765,3770,3773,3816,3856
North Dakota,47.39350672792453,-100.2493934356604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,3,3,3,4,4,5,6,7,7,8,8,9,9,9,9,9,9,13,14,15,15,16,17,19,19,19,19,19,19,19,19,19,25,25,25,27,27,30,32,32,34,36,36,37,38,39,43,45,45,46,47,48,48,48,51,53,54,55,55,65,66,66,71,72,72,72,72,73,74,74,74,74,74,74,74,75,76,76,77,77,78,78,78,78,78,79,79,79,80,80,80,80,80,80,84,85,85,85,87,87,87,88,88,89,90,90,92,93,94,96,97,99,99,99,99,100,102,103,103,103,105,105,107,108,109,110,112,112,113,118,120,120,121,121,125,126,128,130,130,132,135,136,137,138,138,139,139,141,142,143,145,148,150,150,155,156,156,156,157,160,164,167,168,170,172,177,182,184,192,192,193,196,203,211,219,227,231,234,239,246,256,264,271,274,277,280,304,310,321,336,337,345,357,365
Northern Mariana Islands,15.0979,145.6739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Ohio,40.310669812954565,-82.83540800659091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,8,11,15,19,25,29,40,55,65,81,91,102,119,142,167,193,213,213,247,253,274,324,362,391,418,451,471,509,557,610,656,690,711,728,753,799,937,976,1003,1022,1039,1057,1135,1225,1271,1306,1331,1341,1357,1436,1483,1534,1581,1610,1625,1657,1720,1781,1837,1872,1956,1969,1987,2002,2044,2098,2131,2149,2155,2207,2259,2300,2340,2357,2372,2379,2406,2423,2459,2492,2510,2556,2559,2575,2599,2611,2633,2667,2697,2700,2704,2735,2755,2772,2788,2804,2807,2818,2863,2876,2876,2903,2907,2911,2927,2970,2991,3006,3032,3036,3058,3064,3069,3075,3103,3112,3132,3174,3189,3219,3235,3256,3297,3297,3307,3344,3382,3422,3442,3489,3515,3529,3539,3570,3596,3618,3652,3668,3669,3673,3708,3734,3755,3784,3824,3826,3832,3866,3907,3929,3955,3975,3978,3986,3996,4044,4076,4105,4252,4129,4139,4166,4176,4226,4248,4256,4259,4276,4298,4324,4354,4403,4411,4415,4419,4506,4555,4580,4608,4612,4615,4623,4635,4687,4715,4734,4740,4741,4746,4783,4804,4817,4905,4925,4925,4931,4947,4970,4983,4994,4997,4999,5005,5017,5033
Oklahoma,35.50191442597403,-97.2513995677922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,5,7,8,15,16,16,23,29,34,38,42,46,51,67,79,80,88,94,96,99,108,123,131,131,131,140,143,164,170,179,188,194,195,197,207,214,222,230,238,238,238,247,253,260,266,270,272,274,278,278,284,285,288,288,288,293,299,304,307,311,311,313,318,322,325,329,334,334,334,339,341,344,345,347,348,348,354,356,358,360,359,359,359,363,364,366,367,368,369,369,371,372,375,377,384,385,385,387,389,395,398,398,398,399,404,407,410,416,421,422,424,428,432,438,445,451,451,452,461,474,477,484,496,496,495,509,523,536,541,549,550,551,566,583,593,600,603,603,605,618,627,638,644,657,661,665,679,699,709,715,725,726,730,744,763,778,786,797,799,800,808,821,835,846,850,853,853,854,863,876,888,899,905,905,912,924,930,939,943,946,948,962,970,981,993,1004,1006,1007,1018,1031,1035,1044,1051,1051,1055,1066,1075,1085,1091,1095,1098,1104,1119,1132
Oregon,44.49240067472221,-121.47691959722222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,4,5,5,8,10,11,12,13,13,16,18,19,21,22,22,27,27,29,33,43,43,48,52,53,55,58,64,70,72,74,75,78,78,83,86,87,92,92,99,101,103,104,109,109,109,113,115,121,124,127,127,130,130,134,137,137,137,137,138,140,144,145,147,147,148,148,148,148,151,151,153,153,154,157,159,159,161,161,163,164,169,169,171,173,173,176,180,182,183,187,188,189,190,192,192,195,197,202,202,202,204,207,208,209,209,213,215,215,220,224,230,232,232,234,237,244,247,249,254,257,260,262,269,271,273,282,285,289,289,303,311,316,322,325,326,328,333,338,339,348,355,356,357,368,375,383,385,386,388,388,397,408,412,414,417,417,420,428,433,438,447,454,458,459,464,468,470,475,480,481,482,486,494,497,499,505,509,509,519,521,521,521,525,526,529,532,538,539,542,542,543,547,555,559,560,563,571,572,572,581,583,594,597,599,599,599,605,608
Pennsylvania,40.81807835477611,-77.61531783850747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,6,8,15,18,22,34,41,50,63,74,90,102,136,151,179,247,318,345,418,503,557,589,691,779,841,921,1042,1276,1348,1614,1673,1724,1747,1793,1816,1886,2046,2373,2475,2635,2695,2720,2838,3179,3345,3589,3715,3779,3806,3832,3914,4094,4288,4422,4480,4495,4515,4628,4770,4869,5010,5112,5136,5146,5163,5265,5373,5464,5537,5555,5567,5667,5742,5832,5898,5931,5943,5953,6014,6062,6113,6162,6211,6215,6243,6276,6319,6361,6399,6419,6423,6426,6464,6518,6557,6579,6603,6606,6614,6649,6684,6712,6746,6749,6753,6754,6787,6812,6848,6880,6897,6904,6911,6931,6957,6984,7004,7015,7022,7025,7051,7077,7093,7116,7124,7127,7131,7154,7171,7194,7207,7219,7223,7224,7248,7254,7282,7296,7310,7311,7314,7343,7380,7395,7434,7451,7453,7453,7474,7508,7520,7537,7555,7557,7557,7582,7613,7622,7642,7656,7658,7659,7678,7705,7724,7735,7750,7750,7771,7780,7794,7807,7829,7829,7829,7855,7860,7882,7893,7921,7940,7960,7985,8002,8038,8054,8065,8083,8086,8088,8101,8130,8144,8162,8180,8195,8207,8223,8247,8268,8292,8324,8330,8347,8361,8391
Puerto Rico,18.239787564102564,-66.40743844871794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhode Island,41.655142106,-71.464105098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,11,11,11,11,21,21,21,21,21,21,21,63,63,63,63,63,63,63,132,132,132,132,132,132,132,212,212,212,212,212,361,361,373,373,373,373,373,373,373,477,477,477,477,477,477,477,545,545,545,545,545,545,546,616,616,616,616,616,616,616,670,822,822,822,822,822,822,869,869,869,869,869,869,869,880,880,880,880,880,880,880,905,905,905,905,905,905,905,919,919,919,977,977,977,977,977,977,977,977,977,977,977,984,984,984,984,984,984,984,988,988,988,988,988,988,988,988,988,988,988,988,988,1017,1017,1017,1017,1017,1017,1017,1017,1022,1022,1022,1022,1022,1022,1022,1024,1024,1024,1024,1024,1024,1024,1035,1035,1035,1035,1035,1035,1035,1036,1041,1064,1064,1064,1064,1064,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1070,1070,1070,1070,1100,1100,1100,1102,1102,1102,1102,1102,1102,1102,1103,1103,1118,1118,1117,1117,1117,1117,1117,1117,1117,1129
South Carolina,33.957472131086966,-80.9833996921739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,5,5,7,9,13,15,16,18,22,26,31,34,40,44,48,51,51,67,72,80,82,82,97,106,111,116,119,120,123,124,140,150,157,166,174,177,192,231,244,256,267,275,283,296,305,316,320,330,331,346,355,362,371,380,380,385,391,399,407,416,419,425,435,440,446,466,470,483,487,494,500,501,518,525,539,545,546,557,568,575,588,593,599,600,602,607,617,621,639,644,653,659,673,683,693,694,711,716,720,739,766,784,793,813,820,827,846,884,905,929,951,961,972,993,998,1070,1096,1135,1155,1164,1221,1285,1334,1385,1465,1491,1506,1565,1615,1667,1712,1751,1777,1793,1847,1894,1942,1962,2007,2031,2048,2098,2144,2184,2204,2260,2269,2288,2343,2360,2401,2459,2493,2504,2511,2529,2573,2628,2655,2698,2709,2720,2757,2794,2807,2846,2877,2887,2907,2912,2942,2975,3028,3040,3064,3077,3098,3132,3158,3177,3188,3199,3212,3243,3262,3279,3297,3323,3326,3337,3359,3378,3400,3409,3442,3453,3456,3471,3502,3514,3530,3551,3552,3559,3576,3593
South Dakota,44.27269492727272,-99.31063618348485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,6,6,6,6,6,6,6,6,6,7,7,7,7,7,8,9,9,10,10,11,11,11,13,13,21,21,21,21,24,24,31,31,34,34,34,34,34,43,44,44,44,44,46,46,48,50,50,50,50,50,54,54,59,62,62,62,62,62,64,64,65,65,65,68,69,73,74,75,75,75,77,78,78,81,81,81,81,83,84,87,88,91,91,91,91,93,97,97,97,97,97,98,98,101,107,109,109,109,109,111,115,116,116,118,118,118,119,121,122,122,122,122,122,129,129,130,134,135,135,136,137,141,144,146,146,146,146,147,148,150,152,153,153,154,155,157,159,160,161,161,161,162,162,165,167,167,167,167,169,169,170,173,173,173,173,173,177,177,183,184,184,184,192,193,195,200,202,202,202,202,210,216,218,218,218,223,223,236,237,248,248,248,248,258,272,277,286,286,288,288,291
Tennessee,35.88510221221052,-86.10872298863156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,3,3,4,10,12,13,35,40,49,52,64,71,80,93,97,105,105,108,123,123,135,140,141,147,151,156,156,170,168,176,179,181,186,192,198,203,208,209,214,221,233,232,236,237,238,245,260,269,282,285,290,293,296,300,300,309,311,325,332,334,339,349,352,357,360,360,360,377,384,397,404,413,414,417,430,432,436,461,465,467,475,486,491,501,507,516,518,523,534,548,558,569,577,577,585,597,601,611,625,629,637,644,655,676,698,711,726,729,735,755,772,786,804,827,833,837,860,876,910,923,949,952,962,985,1003,1017,1043,1051,1057,1074,1098,1125,1162,1181,1191,1199,1215,1252,1268,1291,1303,1322,1340,1361,1398,1428,1464,1522,1536,1541,1560,1600,1619,1643,1669,1694,1716,1720,1746,1761,1781,1806,1831,1834,1838,1864,1898,1956,1992,2034,2049,2066,2095,2121,2135,2167,2187,2189,2203,2230,2246,2282,2322,2342,2345,2356,2389,2423,2466,2482,2525,2541,2561,2584,2605,2666,2696,2724,2732,2739,2762,2791
